order_id,product_id,order_date,ship_date,delivery_days,order_year,order_month
ES-2015-CW11905139-42361,OFF-BI-3257,2015-12-23,2015-12-29,6,2015,12
IN-2015-CK125957-42241,OFF-PA-4480,2015-08-25,2015-08-29,4,2015,8
ES-2013-EK1379545-41527,OFF-FA-2955,2013-10-09,2013-11-09,1,2013,9
EZ-2014-GH441032-41893,OFF-AR-6115,2014-11-09,2014-09-15,4,2014,9
SO-2014-GM4455116-41984,OFF-PA-6607,2014-11-12,2014-12-15,4,2014,12
ES-2015-GA1451545-42290,OFF-ST-4262,2015-10-13,2015-10-17,4,2015,10
IT-2012-ML18040124-41038,OFF-PA-4181,2012-09-05,2012-11-05,2,2012,5
IN-2015-SC2038027-42306,OFF-AR-6121,2015-10-29,2015-03-11,5,2015,10
MX-2013-CS1186093-41580,OFF-EN-4441,2013-02-11,2013-07-11,5,2013,11
MX-2014-KB1660039-41952,OFF-LA-4639,2014-09-11,2014-11-11,2,2014,11
IN-2014-AG1090058-41661,OFF-PA-5850,2014-01-22,2014-01-24,2,2014,1
IR-2015-JO528060-42350,TEC-CO-4581,2015-12-12,2015-12-16,4,2015,12
ZA-2013-LC6885147-41291,OFF-SU-4990,2013-01-17,2013-01-17,0,2013,1
ES-2015-NH1861048-42299,OFF-SU-4322,2015-10-22,2015-10-29,7,2015,10
US-2012-PB1915018-41271,TEC-MA-5573,2012-12-28,2013-01-01,4,2012,12
MX-2015-JH1543082-42160,OFF-PA-4169,2015-05-06,2015-07-06,2,2015,6
IN-2015-CJ118757-42258,OFF-SU-4118,2015-11-09,2015-09-16,5,2015,9
IN-2014-CL1270027-41920,OFF-SU-4326,2014-08-10,2014-10-13,5,2014,10
ES-2014-DK1289548-41842,OFF-ST-5686,2014-07-22,2014-07-29,7,2014,7
IT-2012-DM1334564-41144,OFF-ST-4079,2012-08-23,2012-08-27,4,2012,8
AO-2013-JE57454-41544,OFF-ST-4266,2013-09-27,2013-02-10,5,2013,9
IN-2013-RS1987027-41418,OFF-EN-3668,2013-05-24,2013-05-26,2,2013,5
ID-2015-SP2054559-42195,OFF-AR-3543,2015-10-07,2015-07-15,5,2015,7
MX-2015-RR1952582-42122,OFF-EN-3672,2015-04-28,2015-03-05,5,2015,4
MX-2015-RR1952536-42369,TEC-AC-5201,2015-12-31,2016-05-01,5,2015,12
CA-2014-EB13930140-41778,OFF-ST-4612,2014-05-19,2014-05-25,6,2014,5
ES-2014-HM1486045-41872,OFF-AR-3554,2014-08-21,2014-08-26,5,2014,8
CA-2014-EB13930140-41778,OFF-PA-6333,2014-05-19,2014-05-25,6,2014,5
ES-2014-TC2129545-42004,TEC-AC-3380,2014-12-31,2015-05-01,5,2014,12
ID-2015-AS1013592-42253,FUR-BO-5771,2015-06-09,2015-06-09,0,2015,9
ES-2015-AG1067564-42322,OFF-ST-6275,2015-11-14,2015-11-16,2,2015,11
IN-2014-AR1082558-41941,FUR-CH-5366,2014-10-29,2014-03-11,5,2014,10
ES-2014-BD1163591-41802,OFF-BI-3187,2014-12-06,2014-06-15,3,2014,6
ES-2013-ES14080139-41388,OFF-AR-3555,2013-04-24,2013-04-29,5,2013,4
ES-2013-FO1430545-41583,FUR-FU-3027,2013-05-11,2013-09-11,4,2013,11
ES-2012-IL1510045-41220,OFF-BI-3722,2012-07-11,2012-09-11,2,2012,11
MO-2014-LC696086-41660,TEC-CO-3601,2014-01-21,2014-01-26,5,2014,1
ES-2015-VW21775120-42363,TEC-CO-3706,2015-12-25,2015-12-29,4,2015,12
CA-2012-EB13930140-40942,OFF-BI-6219,2012-03-02,2012-10-02,7,2012,2
US-2014-EH13945140-41970,OFF-BI-3474,2014-11-27,2014-11-29,2,2014,11
MX-2015-CK1220582-42365,TEC-CO-4787,2015-12-27,2016-01-01,5,2015,12
IN-2015-FM1429027-42264,FUR-CH-5438,2015-09-17,2015-09-22,5,2015,9
ML-2013-GW460579-41403,OFF-ST-4095,2013-09-05,2013-05-14,5,2013,5
MX-2012-IM1507082-41252,OFF-ST-4259,2012-09-12,2012-12-14,5,2012,12
IR-2012-JP546060-41124,OFF-PA-6619,2012-03-08,2012-05-08,2,2012,8
ID-2015-JB16000102-42155,OFF-AR-5930,2015-05-31,2015-05-06,5,2015,5
LY-2015-MS736574-42145,OFF-PA-6601,2015-05-21,2015-05-25,4,2015,5
IN-2015-NM1844558-42125,OFF-EN-3099,2015-01-05,2015-06-05,5,2015,5
MX-2012-SN2071055-41013,OFF-FA-3055,2012-04-14,2012-04-16,2,2012,4
CA-2012-EH394523-41019,TEC-CO-4579,2012-04-20,2012-04-27,7,2012,4
US-2014-EH13945140-41963,TEC-PH-4887,2014-11-20,2014-11-25,5,2014,11
EG-2013-TP1141538-41276,OFF-EN-4919,2013-02-01,2013-07-01,5,2013,1
ID-2015-TT2146059-42185,OFF-FA-6208,2015-06-30,2015-02-07,2,2015,6
MX-2014-SG2047082-41797,TEC-PH-5336,2014-07-06,2014-12-06,5,2014,6
IN-2014-AB102557-41766,TEC-AC-5889,2014-07-05,2014-12-05,5,2014,5
IN-2013-CH1207021-41284,FUR-FU-3039,2013-10-01,2013-01-15,5,2013,1
IT-2015-CK1220564-42243,FUR-FU-5736,2015-08-27,2015-01-09,5,2015,8
IT-2014-CS12355139-41977,OFF-AR-3500,2014-04-12,2014-10-12,6,2014,12
CA-2015-EH13945140-42147,TEC-AC-5182,2015-05-23,2015-05-26,3,2015,5
TU-2012-RL9615134-41257,FUR-CH-4654,2012-12-14,2012-12-19,5,2012,12
ES-2015-SC20050139-42091,OFF-ST-4263,2015-03-28,2015-01-04,4,2015,3
ES-2013-SH2063548-41558,OFF-PA-4483,2013-11-10,2013-10-13,2,2013,10
TU-2014-TB11625134-41971,OFF-ST-6065,2014-11-28,2014-11-28,0,2014,11
BU-2013-AH1003019-41476,FUR-CH-5454,2013-07-21,2013-07-25,4,2013,7
ID-2014-BF109757-41842,TEC-CO-4780,2014-07-22,2014-07-29,7,2014,7
IN-2013-CK122057-41636,OFF-PA-4481,2013-12-28,2013-12-29,1,2013,12
CA-2012-EH13945140-41091,TEC-PH-5095,2012-01-07,2012-05-07,4,2012,7
US-2014-EH13945140-41963,OFF-ST-6291,2014-11-20,2014-11-25,5,2014,11
CA-2014-EH13945140-41655,TEC-AC-4875,2014-01-16,2014-01-20,4,2014,1
ID-2015-GT14710118-42329,TEC-AC-5204,2015-11-21,2015-11-26,5,2015,11
IN-2015-JC1610558-42165,OFF-LA-4538,2015-10-06,2015-11-06,1,2015,6
ES-2012-LW1721564-41181,OFF-BI-3723,2012-09-29,2012-01-10,2,2012,9
ID-2015-MS175307-42126,OFF-PA-4149,2015-02-05,2015-06-05,4,2015,5
IN-2015-RB1936027-42116,OFF-PA-5885,2015-04-22,2015-04-25,3,2015,4
IT-2012-SJ2050064-40932,FUR-CH-5436,2012-01-24,2012-01-26,2,2012,1
MX-2012-RB1957018-41193,OFF-FA-3021,2012-11-10,2012-10-15,4,2012,10
MX-2012-CM1216093-40939,OFF-PA-4005,2012-01-31,2012-03-02,3,2012,1
ES-2013-AJ1096064-41373,OFF-EN-3106,2013-09-04,2013-04-13,4,2013,4
IN-2014-JM1619527-41951,OFF-EN-3669,2014-08-11,2014-12-11,4,2014,11
IN-2013-RB19705144-41537,TEC-CO-4777,2013-09-20,2013-09-24,4,2013,9
IN-2015-SC2002058-42279,TEC-MA-5496,2015-02-10,2015-06-10,4,2015,10
ES-2012-SJ2050048-41164,OFF-BI-3252,2012-12-09,2012-09-16,4,2012,9
ES-2012-SJ2050048-41164,OFF-ST-6025,2012-12-09,2012-09-16,4,2012,9
ID-2012-TT214607-41194,OFF-ST-6058,2012-12-10,2012-10-17,5,2012,10
MX-2012-KH1636018-41131,TEC-AC-4178,2012-10-08,2012-08-15,5,2012,8
MX-2013-LH1675082-41635,FUR-BO-3905,2013-12-27,2014-03-01,7,2013,12
MX-2015-LB1673539-42326,FUR-CH-5456,2015-11-18,2015-11-22,4,2015,11
ES-2012-BP11185139-41252,OFF-BI-3247,2012-09-12,2012-12-12,3,2012,12
ES-2014-CS1184545-41690,OFF-AP-4724,2014-02-20,2014-02-26,6,2014,2
AU-2015-EB39758-42334,OFF-AP-4733,2015-11-26,2015-11-30,4,2015,11
CA-2015-EH13945140-42152,OFF-PA-6559,2015-05-28,2015-05-30,2,2015,5
US-2014-EH13945140-41963,OFF-FA-6129,2014-11-20,2014-11-25,5,2014,11
IN-2015-JR1570058-42290,TEC-CO-5993,2015-10-13,2015-10-17,4,2015,10
ZA-2012-PG8820146-40927,TEC-AC-3395,2012-01-19,2012-01-21,2,2012,1
ID-2014-WB218507-42004,OFF-ST-4097,2014-12-31,2015-02-01,2,2014,12
MX-2012-TS2161031-41170,OFF-SU-6182,2012-09-18,2012-09-18,0,2012,9
MX-2015-EM1420018-42073,OFF-AR-3543,2015-10-03,2015-11-03,1,2015,3
ID-2013-AB10015130-41636,OFF-BI-6382,2013-12-28,2014-02-01,5,2013,12
ES-2015-BT1130548-42220,OFF-AR-5904,2015-04-08,2015-09-08,5,2015,8
TU-2014-BT1440134-42000,OFF-AR-3540,2014-12-27,2015-01-01,5,2014,12
MD-2015-EM396083-42131,TEC-CO-3687,2015-07-05,2015-05-13,6,2015,5
MO-2014-GK462086-41741,TEC-MA-5002,2014-12-04,2014-04-16,4,2014,4
IN-2015-MC1727588-42241,OFF-EN-3667,2015-08-25,2015-08-25,0,2015,8
IR-2014-MK816060-41873,OFF-AP-4970,2014-08-22,2014-08-26,4,2014,8
MX-2014-TC2147536-41773,TEC-CO-5992,2014-05-14,2014-05-18,4,2014,5
ID-2014-BP11290144-41808,OFF-AR-3544,2014-06-18,2014-06-21,3,2014,6
US-2014-EH13945140-41963,OFF-EN-5667,2014-11-20,2014-11-25,5,2014,11
TU-2015-DV3045134-42144,TEC-PH-5357,2015-05-20,2015-05-22,2,2015,5
IN-2013-JM152657-41403,OFF-AR-3537,2013-09-05,2013-12-05,3,2013,5
RS-2015-LH7155108-42083,TEC-MA-6148,2015-03-20,2015-03-25,5,2015,3
IT-2013-VT2170045-41346,FUR-CH-5753,2013-03-13,2013-03-18,5,2013,3
IN-2015-VG2180558-42273,OFF-PA-5847,2015-09-26,2015-09-28,2,2015,9
AG-2015-YS118803-42365,TEC-MA-6132,2015-12-27,2016-01-01,5,2015,12
US-2015-MZ1733582-42147,OFF-ST-4253,2015-05-23,2015-05-25,2,2015,5
MX-2012-CA1231082-41165,FUR-CH-4563,2012-09-13,2012-09-19,6,2012,9
CA-2013-EH13945140-41622,OFF-FA-6129,2013-12-14,2013-12-18,4,2013,12
CA-2013-EH13945140-41465,OFF-BI-2939,2013-10-07,2013-10-07,0,2013,7
IN-2015-CG125207-42077,FUR-FU-4034,2015-03-14,2015-03-18,4,2015,3
US-2014-EH13945140-41963,OFF-BI-4367,2014-11-20,2014-11-25,5,2014,11
IN-2012-EM1414059-41201,TEC-MA-5001,2012-10-19,2012-10-23,4,2012,10
PL-2013-JF5190103-41443,OFF-ST-6039,2013-06-18,2013-06-23,5,2013,6
IN-2013-JS1603058-41431,OFF-BI-3716,2013-06-06,2013-09-06,3,2013,6
ES-2015-KB1640548-42180,FUR-CH-5439,2015-06-25,2015-06-29,4,2015,6
CA-2012-EH394523-41019,FUR-FU-3957,2012-04-20,2012-04-27,7,2012,4
ES-2012-MY182958-41160,OFF-AR-5931,2012-08-09,2012-09-15,7,2012,9
IN-2014-TT2107099-41804,TEC-AC-5121,2014-06-14,2014-06-18,4,2014,6
MX-2012-JK1564093-41178,FUR-CH-5751,2012-09-26,2012-09-30,4,2012,9
MX-2013-AC1042018-41576,OFF-PA-4183,2013-10-29,2013-03-11,5,2013,10
US-2013-JK1532598-41592,OFF-ST-6248,2013-11-14,2013-11-18,4,2013,11
MX-2014-KB1660039-41952,OFF-EN-4440,2014-09-11,2014-11-11,2,2014,11
IR-2012-AR51060-41157,OFF-SU-4318,2012-05-09,2012-09-09,4,2012,9
IN-2012-BW111107-40955,FUR-CH-5412,2012-02-16,2012-02-21,5,2012,2
IN-2014-BP112307-41655,OFF-AR-3469,2014-01-16,2014-01-18,2,2014,1
ES-2015-CC1237045-42119,OFF-PA-4161,2015-04-25,2015-04-28,3,2015,4
ES-2014-JL15850139-41711,OFF-AR-3532,2014-03-13,2014-03-15,2,2014,3
IN-2015-MV1819058-42236,OFF-AP-4743,2015-08-20,2015-08-24,4,2015,8
CA-2012-EH13945140-41091,OFF-AR-3973,2012-01-07,2012-05-07,4,2012,7
IT-2015-SL2015564-42340,OFF-PA-5878,2015-02-12,2015-07-12,5,2015,12
IN-2012-TZ2144527-41250,OFF-FA-3060,2012-07-12,2012-10-12,3,2012,12
MX-2015-MB1808582-42272,TEC-PH-5358,2015-09-25,2015-09-30,5,2015,9
MX-2013-BK1126031-41383,FUR-CH-5756,2013-04-19,2013-04-26,7,2013,4
US-2014-EH13945140-41963,OFF-PA-6456,2014-11-20,2014-11-25,5,2014,11
CA-2014-EH13945140-41655,OFF-BI-6373,2014-01-16,2014-01-20,4,2014,1
CA-2012-EH394523-41019,OFF-AR-6105,2012-04-20,2012-04-27,7,2012,4
ES-2014-DM1301548-41903,OFF-AR-3470,2014-09-21,2014-09-28,7,2014,9
ES-2012-DW134808-41269,OFF-ST-4263,2012-12-26,2012-12-29,3,2012,12
ES-2015-ER13855139-42300,OFF-EN-3656,2015-10-23,2015-10-27,4,2015,10
ID-2013-ES1402059-41520,OFF-EN-4903,2013-03-09,2013-07-09,4,2013,9
ID-2013-HA1492059-41479,FUR-FU-4035,2013-07-24,2013-07-26,2,2013,7
US-2014-EH13945140-41963,FUR-FU-4386,2014-11-20,2014-11-25,5,2014,11
AG-2012-OT87303-41262,FUR-BO-5779,2012-12-19,2012-12-24,5,2012,12
ES-2015-PW19030120-42362,FUR-FU-3066,2015-12-24,2015-12-25,1,2015,12
IN-2015-DW135407-42078,OFF-AR-3478,2015-03-15,2015-03-19,4,2015,3
ES-2015-JD1589514-42227,OFF-AR-3447,2015-11-08,2015-08-16,5,2015,8
TU-2013-KB6315134-41593,FUR-BO-3889,2013-11-15,2013-11-21,6,2013,11
ES-2013-LO17170139-41539,OFF-BI-4816,2013-09-22,2013-09-27,5,2013,9
IN-2015-SS2014027-42279,OFF-ST-5705,2015-02-10,2015-08-10,6,2015,10
ID-2013-TC2114527-41594,OFF-SU-4306,2013-11-16,2013-11-21,5,2013,11
MX-2015-EM1381031-42266,OFF-PA-5849,2015-09-19,2015-09-26,7,2015,9
IN-2015-BS1136566-42243,FUR-BO-3634,2015-08-27,2015-08-31,4,2015,8
IN-2012-Co1264066-41181,FUR-CH-4697,2012-09-29,2012-05-10,6,2012,9
IT-2012-DL1286562-41110,FUR-FU-3027,2012-07-20,2012-07-24,4,2012,7
IN-2015-GB145757-42185,OFF-BI-4816,2015-06-30,2015-03-07,3,2015,6
NI-2012-GK462095-41115,TEC-PH-5814,2012-07-25,2012-07-30,5,2012,7
US-2014-EH13945140-41963,OFF-BI-3281,2014-11-20,2014-11-25,5,2014,11
CA-2013-EM13960140-41548,TEC-PH-6365,2013-01-10,2013-04-10,3,2013,10
ID-2015-RP1939092-42354,TEC-PH-5837,2015-12-16,2015-12-21,5,2015,12
IN-2015-RS1976511-42098,OFF-SU-4131,2015-04-04,2015-08-04,4,2015,4
CA-2013-EM396023-41424,TEC-AC-5204,2013-05-30,2013-02-06,3,2013,5
CA-2013-EM13960140-41636,TEC-AC-5049,2013-12-28,2013-12-31,3,2013,12
IN-2012-VG217907-41186,TEC-PH-5346,2012-04-10,2012-10-10,6,2012,10
IN-2012-WB2185058-41178,FUR-CH-4633,2012-09-26,2012-02-10,6,2012,9
US-2013-AG1076582-41583,OFF-EN-3097,2013-05-11,2013-10-11,5,2013,11
MX-2014-HR1483093-41951,TEC-PH-3799,2014-08-11,2014-10-11,2,2014,11
MX-2012-RB1946582-41122,OFF-PA-6602,2012-01-08,2012-07-08,6,2012,8
MX-2014-RD1948026-41766,TEC-MA-4212,2014-07-05,2014-05-14,7,2014,5
ES-2012-BP11185139-41252,OFF-PA-3998,2012-09-12,2012-12-12,3,2012,12
CA-2015-EM13960140-42218,OFF-ST-4271,2015-02-08,2015-06-08,4,2015,8
IN-2015-JW1607592-42301,OFF-PA-3991,2015-10-24,2015-10-28,4,2015,10
AJ-2015-LW68259-42300,OFF-AR-3543,2015-10-23,2015-10-28,5,2015,10
TZ-2014-MT7815129-41843,OFF-BI-2896,2014-07-23,2014-07-24,1,2014,7
CA-2013-EM13960140-41548,TEC-AC-5049,2013-01-10,2013-05-10,4,2013,10
ID-2013-RH1955592-41291,FUR-BO-4847,2013-01-17,2013-01-23,6,2013,1
ES-2012-SE20110120-41146,FUR-CH-5412,2012-08-25,2012-08-29,4,2012,8
IZ-2014-CK232561-41996,OFF-SU-4306,2014-12-23,2014-12-28,5,2014,12
ES-2013-DL1333045-41361,OFF-FA-3020,2013-03-28,2013-03-30,2,2013,3
TO-2015-FM4290131-42008,FUR-CH-4630,2015-04-01,2015-08-01,4,2015,1
TU-2015-JD5895134-42367,OFF-ST-5693,2015-12-29,2016-01-01,3,2015,12
ES-2015-OT18730120-42328,OFF-SU-4316,2015-11-20,2015-11-24,4,2015,11
IN-2012-PB19210127-41259,OFF-EN-3097,2012-12-16,2012-12-19,3,2012,12
IN-2012-PW1924058-41151,OFF-BI-2891,2012-08-30,2012-03-09,4,2012,8
SA-2013-SU10665110-41605,FUR-CH-5409,2013-11-27,2013-03-12,6,2013,11
MX-2013-SW2024582-41431,FUR-CH-5757,2013-06-06,2013-12-06,6,2013,6
MX-2012-MM1828051-41159,OFF-EN-3090,2012-07-09,2012-12-09,5,2012,9
MX-2014-PA1906036-41671,OFF-ST-5700,2014-01-02,2014-03-02,2,2014,2
TO-2015-AB600131-42299,FUR-BO-5942,2015-10-22,2015-10-25,3,2015,10
ES-2015-AW1084048-42353,OFF-AR-3492,2015-12-15,2015-12-19,4,2015,12
MO-2014-BP115586-41950,OFF-ST-5712,2014-07-11,2014-11-11,4,2014,11
ES-2014-CS1246048-41867,OFF-FA-5463,2014-08-16,2014-08-17,1,2014,8
IN-2014-CR1273058-41809,TEC-PH-3791,2014-06-19,2014-06-23,4,2014,6
IN-2012-HA1492092-41052,OFF-SU-4308,2012-05-23,2012-05-26,3,2012,5
GH-2014-HW493549-41686,TEC-PH-3815,2014-02-16,2014-02-22,6,2014,2
IT-2013-JK16090124-41434,TEC-PH-5358,2013-09-06,2013-06-16,7,2013,6
CA-2013-EM13960140-41620,OFF-AR-5698,2013-12-12,2013-12-17,5,2013,12
IN-2012-MV17485113-41213,OFF-SU-3004,2012-10-31,2012-10-31,0,2012,10
CA-2013-EM13960140-41548,OFF-BI-2939,2013-01-10,2013-05-10,4,2013,10
IR-2014-ME772560-41961,TEC-MA-5005,2014-11-18,2014-11-22,4,2014,11
ES-2015-NG1835545-42259,OFF-SU-4322,2015-12-09,2015-09-16,4,2015,9
IT-2015-SS2051545-42088,OFF-SU-4321,2015-03-25,2015-03-30,5,2015,3
MX-2015-RD1981093-42248,FUR-FU-6238,2015-01-09,2015-05-09,4,2015,9
US-2015-LW1721536-42126,TEC-MA-6152,2015-02-05,2015-04-05,2,2015,5
IN-2013-AB10165113-41571,FUR-CH-5373,2013-10-24,2013-10-29,5,2013,10
CG-2015-AT43533-42112,OFF-AR-6123,2015-04-18,2015-04-20,2,2015,4
US-2014-EB13975140-41643,TEC-CO-4583,2014-04-01,2014-09-01,5,2014,1
IN-2015-DS1303058-42234,OFF-AP-3857,2015-08-18,2015-08-23,5,2015,8
IN-2014-JS160307-41774,OFF-PA-4003,2014-05-15,2014-05-19,4,2014,5
IN-2013-MM1726058-41297,OFF-ST-4282,2013-01-23,2013-01-29,6,2013,1
IN-2015-MS178307-42306,OFF-SU-6182,2015-10-29,2015-04-11,6,2015,10
US-2012-BS1180036-41189,OFF-AR-6111,2012-07-10,2012-10-10,3,2012,10
MX-2013-JO1528028-41562,OFF-BI-2882,2013-10-15,2013-10-20,5,2013,10
ES-2015-AH10690120-42045,OFF-AR-6117,2015-10-02,2015-02-14,4,2015,2
ES-2012-DD13570139-40911,FUR-BO-3896,2012-03-01,2012-07-01,4,2012,1
MX-2013-JH1591082-41437,OFF-AR-3469,2013-12-06,2013-06-17,5,2013,6
MX-2014-KT1646554-41857,OFF-FA-6205,2014-06-08,2014-09-08,3,2014,8
ES-2013-AO1081045-41492,TEC-AC-5124,2013-06-08,2013-08-13,7,2013,8
CA-2014-EB13975140-41677,TEC-PH-5256,2014-07-02,2014-10-02,3,2014,2
EG-2013-BS136538-41542,FUR-BO-5971,2013-09-25,2013-09-30,5,2013,9
IS-2013-MH744063-41593,OFF-AR-6126,2013-11-15,2013-11-20,5,2013,11
IT-2015-MH18025104-42200,TEC-PH-5260,2015-07-15,2015-07-19,4,2015,7
CA-2015-EB13975140-42369,OFF-BI-4335,2015-12-31,2016-04-01,4,2015,12
SF-2013-PM8940117-41451,TEC-PH-5353,2013-06-26,2013-06-30,4,2013,6
IN-2013-SW207557-41502,TEC-AC-3391,2013-08-16,2013-08-20,4,2013,8
MX-2012-TH2111582-41212,FUR-BO-3907,2012-10-30,2012-03-11,4,2012,10
IN-2014-BS116657-41815,OFF-BI-3187,2014-06-25,2014-06-29,4,2014,6
CA-2015-EB13975140-42369,OFF-BI-3741,2015-12-31,2016-04-01,4,2015,12
IN-2014-EA14035113-41789,OFF-SU-2979,2014-05-30,2014-03-06,4,2014,5
ES-2015-JC1534045-42335,OFF-AR-5904,2015-11-27,2015-04-12,7,2015,11
US-2014-EB13975140-41923,OFF-SU-5169,2014-11-10,2014-10-15,4,2014,10
IN-2015-VT2170059-42281,OFF-BI-6372,2015-04-10,2015-06-10,2,2015,10
US-2014-EB13975140-41923,OFF-BI-5644,2014-11-10,2014-10-15,4,2014,10
US-2012-BC111255-41219,FUR-CH-5456,2012-06-11,2012-11-11,5,2012,11
CA-2012-EH13990140-40924,TEC-AC-5094,2012-01-16,2012-01-18,2,2012,1
ES-2014-GH1442545-41801,OFF-PA-6616,2014-11-06,2014-06-15,4,2014,6
ES-2014-JC1577548-41863,OFF-SU-6178,2014-12-08,2014-08-18,6,2014,8
ID-2013-MO1750092-41341,FUR-CH-5370,2013-08-03,2013-11-03,3,2013,3
MX-2013-RD1993031-41426,OFF-LA-3320,2013-01-06,2013-03-06,2,2013,6
MX-2015-LD1685598-42327,OFF-EN-4920,2015-11-19,2015-11-19,0,2015,11
IS-2013-CK276063-41581,TEC-CO-3695,2013-03-11,2013-07-11,4,2013,11
ID-2012-HM148607-41268,OFF-AR-5932,2012-12-25,2012-12-31,6,2012,12
ES-2014-JB1592545-41789,OFF-BI-6370,2014-05-30,2014-05-06,6,2014,5
IN-2015-NK1849058-42154,OFF-AR-3555,2015-05-30,2015-04-06,5,2015,5
MX-2014-SM2032093-41802,FUR-CH-5752,2014-12-06,2014-06-19,7,2014,6
US-2014-MG1814518-41787,OFF-BI-3712,2014-05-28,2014-05-28,0,2014,5
MX-2014-BG1103551-41888,OFF-ST-6059,2014-06-09,2014-09-13,7,2014,9
MX-2015-DV1346531-42179,TEC-CO-4778,2015-06-24,2015-06-30,6,2015,6
IN-2015-AA103751-42195,OFF-ST-4028,2015-10-07,2015-07-15,5,2015,7
CA-2014-EH13990140-41730,FUR-CH-4428,2014-01-04,2014-07-04,6,2014,4
IN-2015-HZ1495027-42081,OFF-ST-4285,2015-03-18,2015-03-23,5,2015,3
IN-2015-KH1663088-42326,OFF-SU-4122,2015-11-18,2015-11-20,2,2015,11
UP-2014-LP7080137-41772,FUR-CH-5435,2014-05-13,2014-05-16,3,2014,5
IN-2015-PO191957-42070,FUR-FU-4042,2015-07-03,2015-12-03,5,2015,3
CA-2012-EH13990140-41236,FUR-CH-4414,2012-11-23,2012-11-25,2,2012,11
IN-2014-RC1996092-41723,TEC-PH-3130,2014-03-25,2014-03-27,2,2014,3
MX-2015-AZ1075028-42143,OFF-SU-6183,2015-05-19,2015-05-22,3,2015,5
MX-2012-DJ1351082-41079,OFF-SU-4321,2012-06-19,2012-06-19,0,2012,6
US-2014-RB1964598-41969,FUR-BO-5748,2014-11-26,2014-11-30,4,2014,11
CA-2014-EH13990140-41964,TEC-PH-6425,2014-11-21,2014-11-25,4,2014,11
ES-2014-MO17950124-41776,TEC-AC-5122,2014-05-17,2014-05-22,5,2014,5
US-2013-GM144405-41531,FUR-BO-5787,2013-09-14,2013-09-19,5,2013,9
US-2012-RR1952536-41270,TEC-PH-5251,2012-12-27,2012-12-29,2,2012,12
ES-2013-AA10645139-41546,OFF-ST-5705,2013-09-29,2013-03-10,4,2013,9
ES-2015-CS1195096-42324,OFF-FA-6198,2015-11-16,2015-11-17,1,2015,11
ES-2013-EM13825139-41588,OFF-ST-4293,2013-10-11,2013-11-15,5,2013,11
TU-2015-MD7860134-42173,OFF-ST-5692,2015-06-18,2015-06-21,3,2015,6
CA-2013-EH13990140-41542,OFF-PA-6604,2013-09-25,2013-09-29,4,2013,9
US-2015-JL1513018-42159,FUR-CH-5367,2015-04-06,2015-06-06,2,2015,6
IR-2013-AH58560-41591,OFF-AP-3582,2013-11-13,2013-11-17,4,2013,11
MO-2014-BN147086-41655,TEC-CO-4784,2014-01-16,2014-01-22,6,2014,1
CA-2012-EH13990140-41051,OFF-PA-6558,2012-05-22,2012-05-26,4,2012,5
MO-2012-EM396086-40951,OFF-ST-6060,2012-12-02,2012-02-14,2,2012,2
ID-2015-JB159257-42273,TEC-AC-5874,2015-09-26,2015-01-10,5,2015,9
IN-2014-KW165707-41887,OFF-EN-5033,2014-05-09,2014-11-09,6,2014,9
ES-2012-MK1790545-41066,OFF-ST-6065,2012-06-06,2012-08-06,2,2012,6
IN-2013-RM19375130-41583,FUR-CH-5436,2013-05-11,2013-06-11,1,2013,11
IN-2015-SK1999059-42231,FUR-FU-3928,2015-08-15,2015-08-20,5,2015,8
ID-2015-SC200507-42054,TEC-AC-3388,2015-02-19,2015-02-23,4,2015,2
ES-2015-TB2125048-42248,OFF-AR-3469,2015-01-09,2015-05-09,4,2015,9
MX-2014-BM1178582-41976,OFF-BI-2891,2014-03-12,2014-04-12,1,2014,12
MX-2015-LS1723093-42179,OFF-FA-6189,2015-06-24,2015-06-28,4,2015,6
ES-2015-AH1003048-42251,TEC-AC-5887,2015-04-09,2015-08-09,4,2015,9
ES-2015-BP1109545-42107,FUR-CH-4633,2015-04-13,2015-04-14,1,2015,4
ES-2013-CK1276044-41454,OFF-AR-6106,2013-06-29,2013-03-07,4,2013,6
CA-2013-EH13990140-41542,OFF-AR-6323,2013-09-25,2013-09-29,4,2013,9
IN-2013-GB1457558-41605,OFF-SU-4993,2013-11-27,2013-03-12,6,2013,11
ES-2013-JG1516048-41630,OFF-ST-4263,2013-12-22,2013-12-27,5,2013,12
ES-2014-MS17530139-41811,TEC-MA-4210,2014-06-21,2014-06-27,6,2014,6
IN-2015-MC1757558-42290,OFF-PA-4480,2015-10-13,2015-10-18,5,2015,10
CA-2013-EH13990140-41542,OFF-BI-2929,2013-09-25,2013-09-29,4,2013,9
BU-2014-PB921019-41962,TEC-MA-6146,2014-11-19,2014-11-22,3,2014,11
IN-2013-SC2002059-41488,OFF-FA-6199,2013-02-08,2013-02-08,0,2013,8
IN-2012-SC2057559-41146,OFF-SU-3003,2012-08-25,2012-08-28,3,2012,8
IT-2012-AS1024045-40934,OFF-SU-4137,2012-01-26,2012-01-29,3,2012,1
IN-2013-AS1063058-41496,OFF-EN-4923,2013-10-08,2013-08-15,5,2013,8
ES-2012-AC10660139-41067,OFF-EN-3654,2012-07-06,2012-11-06,4,2012,6
CA-2012-EH14005140-41041,OFF-BI-4339,2012-12-05,2012-05-14,2,2012,5
