order_id,customer_id,sales,discount,profit,shipping_cost
MX-2013-PW1903051-41317,PW-1903051,140,0.0,37,6
US-2015-TC2114555-42166,TC-2114555,40,0.4,3,6
CA-2015-JP546023-42181,JP-546023,29,0.0,6,3
IN-2015-AC1042027-42150,AC-1042027,122,0.0,36,6
TO-2015-AB600131-42299,AB-600131,59,0.0,25,6
ES-2014-BE11410139-41675,BE-11410139,56,0.0,9,6
CA-2015-JP15460140-42332,JP-154601402,36,0.2,12,3
IN-2012-Dp1324027-41223,Dp-1324027,107,0.0,51,6
CG-2014-JE616533-41983,JE-616533,79,0.0,35,6
TU-2013-LS6945134-41460,LS-6945134,56,0.6,-83,6
AG-2015-PO88653-42017,PO-88653,27,0.0,5,6
EG-2012-RB936038-41149,RB-936038,36,0.0,0,6
ES-2015-SJ20215139-42341,SJ-20215139,427,0.0,38,6
US-2013-JP15460140-41549,JP-154601406,51,0.0,23,2
ES-2014-SV2078545-41949,SV-2078545,108,0.0,54,6
MX-2013-TB2128039-41278,TB-2128039,60,0.0,28,6
MX-2015-KE1642031-42252,KE-1642031,41,0.0,8,6
MX-2014-SW2075528-41901,SW-2075528,61,0.0,27,6
MX-2013-TG2131082-41401,TG-2131082,51,0.0,13,6
MX-2014-DE1325536-41962,DE-1325536,81,0.2,6,6
US-2015-EH1394582-42085,EH-1394582,59,0.0,11,6
MX-2012-KM1637518-41074,KM-1637518,80,0.0,6,6
MX-2015-TG2131082-42208,TG-2131082,124,0.0,23,6
MX-2013-AM1036018-41578,AM-1036018,89,0.0,41,6
MX-2015-AS10090101-42118,AS-10090101,64,0.4,1,6
MX-2014-BN1151526-41937,BN-1151526,40,0.0,4,6
IN-2012-AS1009058-41136,AS-1009058,69,0.0,26,6
ID-2015-AH1019597-42156,AH-1019597,64,0.5,-28,6
IN-2014-AB1060058-41858,AB-1060058,56,0.0,12,6
ES-2013-AJ1096048-41545,AJ-1096048,78,0.0,35,6
PL-2014-BM1650103-41888,BM-1650103,102,0.0,35,6
ES-2014-CM1193544-41753,CM-1193544,37,0.0,13,6
ES-2014-CC12475139-41991,CC-12475139,109,0.0,38,6
ES-2013-EB1384048-41313,EB-1384048,71,0.0,5,6
IN-2013-EM1396092-41289,EM-1396092,184,0.0,77,6
CA-2014-JP15460140-41875,JP-154601406,29,0.0,7,2
ES-2014-MF1825048-41867,MF-1825048,86,0.0,36,6
TU-2014-PF9225134-41886,PF-9225134,37,0.6,-9,6
CA-2012-JP15460140-41144,JP-154601406,12,0.2,4,2
IN-2015-SC2026059-42306,SC-2026059,178,0.27,26,6
IN-2014-TS211607-41875,TS-211607,115,0.0,45,6
CA-2014-JP15460140-41839,JP-154601404,33,0.2,4,2
MX-2015-SC2068082-42277,SC-2068082,51,0.0,16,6
MX-2014-TP2113082-41888,TP-2113082,45,0.0,18,6
IN-2015-AA1064578-42290,AA-1064578,36,0.0,3,6
US-2013-JP15460140-41549,JP-154601406,90,0.0,32,2
IS-2015-BB154563-42320,BB-154563,74,0.0,5,6
AO-2015-DV34654-42326,DV-34654,50,0.0,14,6
ID-2015-EN137807-42312,EN-137807,57,0.4,-1,6
CA-2014-JP15460140-41875,JP-154601406,21,0.0,8,2
UP-2015-GZ4470137-42091,GZ-4470137,118,0.0,48,6
ES-2014-GH14485139-41955,GH-14485139,81,0.0,13,6
IN-2014-GG1465027-41843,GG-1465027,71,0.0,27,6
CA-2012-JP15460140-41144,JP-154601406,13,0.0,6,2
LY-2015-MB808574-42358,MB-808574,60,0.0,11,6
CA-2015-JP15460140-42332,JP-154601402,6,0.8,-9,1
ES-2015-SV20935120-42195,SV-20935120,85,0.0,18,6
US-2013-EC140505-41574,EC-140505,158,0.4,26,6
MX-2015-JD1601518-42157,JD-1601518,149,0.0,56,6
MX-2013-EM1406582-41605,EM-1406582,60,0.4,-6,6
MX-2012-KH1636039-41208,KH-1636039,59,0.0,28,6
CA-2015-JP15460140-42049,JP-154601406,17,0.0,8,1
HU-2015-BM157557-42172,BM-157557,57,0.0,12,6
ES-2014-DK13375120-41920,DK-13375120,62,0.1,7,6
ES-2012-DW134808-41269,DW-134808,51,0.0,20,6
ES-2014-FA1423064-41736,FA-1423064,19,0.0,8,6
ES-2013-KM1637545-41518,KM-1637545,61,0.0,29,6
ES-2014-LE16810120-41936,LE-16810120,67,0.0,17,6
ID-2014-NS18505102-41735,NS-18505102,126,0.45,-60,6
CA-2014-JP15460140-41937,JP-154601402,15,0.2,5,1
IN-2015-SC2057566-42192,SC-2057566,50,0.0,3,6
ES-2013-SW2075548-41454,SW-2075548,40,0.0,19,6
MX-2012-LA1678018-41063,LA-1678018,21,0.0,2,6
MX-2012-SG2060539-41019,SG-2060539,33,0.0,5,6
MX-2012-EB1417082-41176,EB-1417082,101,0.0,1,6
MX-2015-DC1328536-42351,DC-1328536,107,0.2,-22,6
US-2012-KT1646598-41072,KT-1646598,137,0.4,-22,6
US-2014-AR1082598-41955,AR-1082598,327,0.4,-191,6
ES-2014-AG1039045-41685,AG-1039045,47,0.5,-23,6
CA-2013-JE15475140-41349,JE-154751404,171,0.0,44,16
MX-2014-AW1084082-41942,AW-1084082,96,0.2,10,6
IN-2012-BD1163558-41259,BD-1163558,196,0.0,84,6
ES-2015-BG1174045-42363,BG-1174045,62,0.15,0,6
SA-2013-CC2220110-41594,CC-2220110,70,0.0,32,6
CA-2015-JE15475140-42176,JE-154751406,149,0.0,14,12
ES-2012-DO1364548-41151,DO-1364548,113,0.0,40,6
MO-2014-EK379586-41976,EK-379586,93,0.0,38,6
IN-2014-GT146357-41971,GT-146357,84,0.1,21,6
ID-2014-JS15595130-41963,JS-15595130,136,0.57,-98,6
CA-2014-JE15475140-41992,JE-154751404,72,0.0,21,3
CA-2015-JE15475140-42176,JE-154751406,51,0.2,18,3
ES-2015-SC20575139-42075,SC-20575139,74,0.1,14,6
MX-2012-JH1582039-41163,JH-1582039,108,0.0,42,6
MX-2013-JG1531051-41528,JG-1531051,34,0.0,8,6
ID-2015-AR10405102-42314,AR-10405102,76,0.45,-45,6
TU-2012-BD1635134-41062,BD-1635134,25,0.6,-20,6
ES-2014-BS1166545-41734,BS-1166545,37,0.0,6,6
ES-2013-DB12910139-41443,DB-12910139,95,0.0,46,6
CA-2014-JE15475140-41992,JE-154751404,39,0.0,11,2
ID-2013-HJ1487559-41347,HJ-1487559,93,0.47,-28,6
IN-2012-JO1528027-41200,JO-1528027,99,0.0,13,6
ES-2014-JF1535545-41804,JF-1535545,151,0.0,46,6
CA-2013-JE15475140-41605,JE-154751406,29,0.0,12,2
IN-2014-KB1631527-41746,KB-1631527,62,0.0,19,6
IT-2014-LC1687048-41875,LC-1687048,85,0.0,10,6
IN-2014-LS172307-41759,LS-172307,88,0.1,24,6
ID-2012-NB1858092-41241,NB-1858092,101,0.4,-44,6
ID-2014-RB19330102-41767,RB-19330102,29,0.45,-4,6
TU-2012-RL9615134-41257,RL-9615134,69,0.6,-52,6
IN-2014-SN2056058-41874,SN-2056058,59,0.0,18,6
CA-2014-JE15475140-41940,JE-154751406,40,0.0,19,2
ID-2012-TB2140059-41258,TB-2140059,69,0.47,-51,6
US-2014-JE15475140-41966,JE-154751402,24,0.2,0,2
IN-2012-WB2185027-41153,WB-2185027,80,0.0,12,6
US-2013-DB13615101-41452,DB-13615101,39,0.4,3,6
MX-2014-JO1528093-41758,JO-1528093,18,0.0,0,6
MX-2015-PP1895536-42314,PP-1895536,73,0.2,22,6
MX-2012-HP1481536-41138,HP-1481536,75,0.2,15,6
IN-2012-AF1087059-41217,AF-1087059,53,0.27,2,6
IT-2015-DL1349591-42347,DL-1349591,127,0.5,-46,6
US-2014-JE15475140-41966,JE-154751402,23,0.2,2,1
ES-2014-HG1484545-41887,HG-1484545,76,0.0,6,6
ES-2015-JS1559548-42228,JS-1559548,473,0.0,113,6
US-2014-JE15475140-41966,JE-154751402,4,0.8,-6,1
ES-2012-LD1685548-41145,LD-1685548,75,0.0,1,6
CA-2014-JE15475140-41992,JE-154751404,772,0.0,146,1
ES-2012-MH1729048-41214,MH-1729048,71,0.0,9,6
IT-2013-MH17440139-41618,MH-17440139,66,0.0,5,6
ES-2013-MH17455139-41448,MH-17455139,84,0.0,17,6
US-2014-JE15475140-41966,JE-154751402,6,0.8,-9,1
IN-2013-MK1816092-41390,MK-1816092,111,0.0,27,6
IT-2015-PN1877564-42171,PN-1877564,83,0.6,-81,6
US-2014-JE15475140-41966,JE-154751402,2,0.2,0,1
ID-2014-PW1924059-41726,PW-1924059,31,0.47,-22,6
IN-2015-SE20110113-42026,SE-20110113,31,0.0,9,6
US-2012-JF15490140-41269,JF-154901404,230,0.2,23,18
IN-2013-TT212657-41607,TT-212657,96,0.0,31,6
US-2015-MW182205-42095,MW-182205,24,0.4,3,6
US-2013-EM1396082-41466,EM-1396082,95,0.0,34,6
MX-2013-LW1721518-41611,LW-1721518,140,0.0,50,6
MX-2013-HA14905101-41627,HA-14905101,104,0.4,-57,6
AG-2015-DR29403-42326,DR-29403,98,0.0,15,6
CA-2013-JF15490140-41552,JF-154901404,291,0.2,-14,17
AE-2015-GH4665138-42351,GH-4665138,95,0.7,-156,6
IN-2013-JM1526527-41389,JM-1526527,50,0.0,7,6
AL-2013-ML73952-41388,ML-73952,105,0.0,43,6
ES-2014-MS1771064-41663,MS-1771064,55,0.0,13,6
CA-2013-JF15490140-41552,JF-154901404,66,0.7,-103,9
IN-2015-NH1861059-42349,NH-1861059,93,0.27,25,6
MX-2015-RH1955536-42213,RH-1955536,65,0.2,18,6
MX-2014-DF1313582-41698,DF-1313582,62,0.0,12,6
US-2012-DP1316582-41026,DP-1316582,115,0.0,0,6
MG-2015-AM36084-42194,AM-36084,29,0.0,2,6
IN-2012-BP112907-41147,BP-112907,66,0.1,14,6
UP-2014-DV3465137-41849,DV-3465137,62,0.0,24,6
CG-2015-EN378033-42005,EN-378033,40,0.0,6,6
IT-2015-EB1397591-42012,EB-1397591,61,0.5,-24,6
IT-2012-EH1418545-40941,EH-1418545,45,0.5,-41,6
US-2015-JF15490140-42131,JF-154901402,191,0.2,28,9
CA-2013-JF15490140-41579,JF-154901406,205,0.1,13,5
IN-2013-HP1481558-41335,HP-1481558,65,0.0,9,6
AM-2012-HM49806-41256,HM-49806,94,0.0,45,6
EG-2014-KB624038-41899,KB-624038,47,0.0,3,6
CA-2014-JF15490140-41782,JF-154901408,14,0.0,7,2
ES-2012-RD1972045-41265,RD-1972045,66,0.0,28,6
ES-2013-SC20440139-41599,SC-20440139,82,0.0,24,6
CA-2012-JF15490140-41200,JF-154901404,13,0.0,6,2
US-2012-JF15490140-41269,JF-154901404,12,0.0,5,1
IN-2014-VF2171527-41819,VF-2171527,51,0.0,5,6
MX-2014-GT1471031-41787,GT-1471031,29,0.0,9,6
MX-2014-RE1945036-41791,RE-1945036,49,0.2,18,6
CA-2013-JF15490140-41615,JF-154901404,2,0.0,1,1
CA-2014-JF15490140-41669,JF-154901404,17,0.2,5,1
IN-2015-KH163607-42319,KH-163607,60,0.1,23,6
IN-2012-MV17485113-41213,MV-17485113,47,0.0,15,6
TU-2015-MG7695134-42034,MG-7695134,158,0.6,-59,6
SA-2013-MD7860110-41417,MD-7860110,94,0.0,30,6
ID-2015-MH181157-42084,MH-181157,300,0.1,46,6
ID-2013-TC21535130-41552,TC-21535130,78,0.37,-44,6
MX-2015-CD1192082-42185,CD-1192082,102,0.0,19,6
US-2012-PO1919518-41185,PO-1919518,77,0.6,-33,6
US-2015-EL1373536-42158,EL-1373536,36,0.2,-4,6
MX-2013-RW1963082-41528,RW-1963082,77,0.0,34,6
MX-2014-RC1982582-41651,RC-1982582,118,0.0,10,6
US-2014-BS1138018-41947,BS-1138018,66,0.6,-19,6
KE-2013-AA37569-41439,AA-37569,49,0.0,9,6
ES-2014-AR1040534-41906,AR-1040534,68,0.5,-62,6
CG-2015-AF87033-42357,AF-87033,50,0.0,10,6
IN-2012-DB1327056-40953,DB-1327056,57,0.0,5,6
IR-2014-DL331560-41998,DL-331560,67,0.0,28,6
CA-2015-JF15490140-42248,JF-154901404,10,0.2,0,1
IN-2014-GZ1447058-41721,GZ-1447058,100,0.0,8,6
IN-2014-GH1448559-41836,GH-1448559,121,0.17,29,6
ES-2013-JR1567045-41634,JR-1567045,48,0.1,5,6
ES-2013-KE1642091-41539,KE-1642091,267,0.5,-267,6
IN-2012-KA1652588-41124,KA-1652588,141,0.27,30,6
ES-2013-LR1691564-41492,LR-1691564,105,0.0,18,6
CA-2015-JF15490140-42248,JF-154901404,8,0.2,2,1
BU-2015-LH715519-42122,LH-715519,84,0.0,12,6
US-2015-JF15490140-42125,JF-154901406,10,0.2,3,1
US-2015-JF15490140-42025,JF-154901406,3,0.0,1,1
IT-2013-MG1789091-41510,MG-1789091,88,0.5,-30,6
ES-2015-MP1796548-42315,MP-1796548,90,0.1,19,6
IN-2015-SZ200357-42190,SZ-200357,113,0.1,35,6
ES-2012-SC2026064-40995,SC-2026064,93,0.0,44,6
CA-2013-JF15490140-41615,JF-154901404,3,0.0,0,1
ID-2015-TB2152059-42130,TB-2152059,28,0.47,-13,6
MX-2014-JG1511582-41949,JG-1511582,163,0.0,45,6
MX-2014-BG1103536-41724,BG-1103536,45,0.2,-6,6
MX-2013-CY1274531-41564,CY-1274531,80,0.0,34,6
US-2014-KB1658555-41791,KB-1658555,86,0.4,7,6
MX-2012-NS1850582-40935,NS-1850582,30,0.0,13,6
MX-2014-SS2059018-41822,SS-2059018,37,0.0,3,6
TZ-2015-AG900129-42173,AG-900129,116,0.1,-7,6
IR-2015-BD132060-42133,BD-132060,143,0.0,7,6
MD-2015-BS136583-42136,BS-136583,51,0.0,14,6
IR-2015-CS186060-42022,CS-186060,29,0.0,13,6
ES-2014-CL12565139-41698,CL-12565139,66,0.0,17,6
ES-2014-DD1357048-41954,DD-1357048,132,0.0,6,6
CA-2015-JL15505140-42224,JL-155051404,1473,0.0,412,161
GH-2015-EG390049-42224,EG-390049,48,0.0,14,6
IN-2015-ES1402027-42064,ES-1402027,87,0.0,20,6
MX-2015-EB1411051-42334,EB-1411051,94,0.0,40,6
ES-2014-GM14455139-42004,GM-14455139,70,0.0,26,6
IN-2014-HG1496559-41832,HG-1496559,209,0.17,10,6
MX-2013-KM1637582-41481,KM-1637582,188,0.0,1,6
ES-2015-ME1732045-42084,ME-1732045,88,0.1,5,6
MX-2013-MC1763582-41501,MC-1763582,102,0.0,46,6
CA-2015-JL15505140-42224,JL-155051404,707,0.2,44,106
IN-2012-PH187907-41205,PH-187907,55,0.1,17,6
CA-2015-JL15505140-42224,JL-155051404,207,0.2,25,26
CA-2014-JL15505140-41738,JL-155051406,388,0.2,-4,14
ES-2014-SS20875120-41926,SS-20875120,83,0.0,41,6
IR-2015-TM1149060-42188,TM-1149060,116,0.0,34,6
CA-2015-JL15505140-42224,JL-155051404,55,0.0,7,7
MX-2014-JO1528031-41902,JO-1528031,164,0.0,59,6
US-2014-JP1546055-41991,JP-1546055,22,0.4,-11,6
ES-2013-AJ10960120-41590,AJ-10960120,77,0.0,13,6
IN-2015-BT1148558-42129,BT-1148558,50,0.0,15,6
MZ-2014-DK337587-41696,DK-337587,141,0.0,36,6
CA-2015-JL15505140-42224,JL-155051404,51,0.0,15,7
CA-2015-JL15505140-42320,JL-155051402,25,0.0,6,4
IN-2015-MM1792058-42299,MM-1792058,77,0.0,34,6
IN-2014-SF202007-41796,SF-202007,23,0.1,9,6
MX-2015-HD1478536-42216,HD-1478536,62,0.2,20,6
MX-2015-VT2170018-42012,VT-2170018,164,0.0,6,6
CA-2012-JL15505140-41242,JL-155051406,62,0.0,29,4
LE-2012-CW190571-41129,CW-190571,56,0.0,23,6
ES-2013-CC1210045-41278,CC-1210045,434,0.0,143,6
MX-2012-DK1315082-41098,DK-1315082,90,0.0,35,6
ES-2013-DW1354045-41475,DW-1354045,82,0.0,27,6
CA-2015-JL15505140-42224,JL-155051404,31,0.2,11,3
MX-2015-EH1412539-42140,EH-1412539,59,0.0,19,6
ML-2013-FW439579-41499,FW-439579,73,0.0,7,6
CA-2014-JL15505140-41738,JL-155051406,34,0.0,15,2
IZ-2013-JM619561-41524,JM-619561,69,0.0,33,6
CA-2014-JL15505140-41738,JL-155051406,17,0.0,6,2
KZ-2012-LS723068-41261,LS-723068,34,0.7,-80,6
CA-2015-JL15505140-42224,JL-155051404,24,0.0,11,2
CA-2015-JL15505140-42224,JL-155051404,11,0.2,4,1
ES-2015-MG1769545-42263,MG-1769545,174,0.1,71,6
CA-2012-JL15505140-41226,JL-155051402,12,0.0,6,1
MD-2013-SW1035083-41584,SW-1035083,82,0.0,22,6
IN-2014-YS2188058-41783,YS-2188058,67,0.0,33,6
MX-2014-RO1978082-41721,RO-1978082,64,0.0,14,6
US-2015-GH1442598-42351,GH-1442598,19,0.4,0,6
MZ-2013-AG27087-41432,AG-27087,67,0.0,12,6
ID-2012-AA10315102-41093,AA-10315102,29,0.45,-8,6
ES-2014-BS1166548-41879,BS-1166548,53,0.0,4,6
IT-2012-BD1172591-40992,BD-1172591,84,0.5,-55,6
CA-2014-JL15505140-41738,JL-155051406,8,0.0,3,1
ES-2012-CD11920120-41262,CD-11920120,96,0.0,11,6
IZ-2013-DL333061-41514,DL-333061,60,0.0,21,6
IN-2015-DJ135107-42007,DJ-135107,73,0.1,2,6
ES-2015-FP1432091-42153,FP-1432091,135,0.5,-32,6
IN-2012-JM1525058-41131,JM-1525058,56,0.0,28,6
IN-2012-JJ157607-41194,JJ-157607,189,0.4,-82,6
ES-2015-KM1637591-42236,KM-1637591,71,0.2,-14,6
ID-2014-RB19330102-41767,RB-19330102,26,0.45,-16,6
TU-2015-SW10350134-42024,SW-10350134,64,0.6,-51,6
ES-2013-YC2189545-41562,YC-2189545,53,0.0,2,6
US-2014-AG1067598-41751,AG-1067598,166,0.4,-2,6
MX-2013-JB1592582-41606,JB-1592582,142,0.2,46,6
MX-2012-AG1027039-41088,AG-1027039,65,0.0,29,6
MX-2014-EH1394518-41711,EH-1394518,37,0.0,0,6
MX-2015-SW2024536-42185,SW-2024536,78,0.2,19,6
ES-2014-CC1214545-41802,CC-1214545,123,0.1,8,6
IN-2013-CC1214558-41429,CC-1214558,46,0.0,6,6
CA-2015-JL15505140-42150,JL-155051402,50,0.2,-11,1
ES-2015-DW1358545-42357,DW-1358545,37,0.0,16,6
IN-2015-JM15655144-42123,JM-15655144,129,0.17,46,6
CA-2012-JL15505140-41226,JL-155051402,11,0.0,5,1
ES-2012-LO1717048-41101,LO-1717048,56,0.0,11,6
IV-2014-SW1075529-41867,SW-1075529,37,0.0,13,6
IR-2015-TW1102560-42350,TW-1102560,59,0.0,12,6
MX-2012-TS2108539-41257,TS-2108539,44,0.0,3,6
MX-2015-JW1522039-42077,JW-1522039,609,0.0,201,6
MX-2014-RA1988551-41795,RA-1988551,183,0.0,21,6
US-2014-DW1354018-41660,DW-1354018,159,0.6,-47,6
MX-2014-SS2014018-41658,SS-2014018,100,0.0,42,6
IN-2012-AH1021027-41248,AH-1021027,37,0.0,8,6
IN-2015-AJ1079558-42307,AJ-1079558,293,0.0,8,6
RO-2013-BB990107-41445,BB-990107,49,0.0,13,6
ES-2015-CR1262545-42164,CR-1262545,38,0.0,2,6
NI-2012-Co264095-41144,Co-264095,60,0.7,-75,6
IN-2013-DB129107-41296,DB-129107,45,0.1,1,6
ES-2012-FO1430545-40933,FO-1430545,71,0.0,1,6
ES-2015-ME1732064-42253,ME-1732064,39,0.0,12,6
IT-2012-ML17755124-40942,ML-17755124,90,0.5,-61,6
ID-2014-MG178757-41944,MG-178757,69,0.4,3,6
IN-2012-PH187907-41272,PH-187907,106,0.1,47,6
ES-2015-PJ19015139-42327,PJ-19015139,59,0.0,13,6
IN-2015-PK1907588-42178,PK-1907588,22,0.17,-1,6
CA-2012-JP15520140-41221,JP-155201404,703,0.2,87,163
ID-2015-ST205307-42336,ST-205307,49,0.1,11,6
IN-2013-TS2150527-41532,TS-2150527,54,0.0,26,6
MX-2012-GP1474082-41227,GP-1474082,39,0.0,15,6
MX-2014-PK1907593-41712,PK-1907593,97,0.0,0,6
MX-2012-TZ2144551-40979,TZ-2144551,65,0.0,22,6
US-2014-SG2008055-41769,SG-2008055,26,0.4,-1,6
MX-2015-AZ1075018-42132,AZ-1075018,162,0.0,27,6
MX-2015-AM1036018-42196,AM-1036018,77,0.0,26,6
ES-2012-AR104058-41127,AR-104058,37,0.0,11,6
ES-2015-BM1157545-42160,BM-1157545,67,0.0,25,6
IN-2015-CM1219027-42227,CM-1219027,102,0.0,3,6
ES-2015-CD122808-42186,CD-122808,59,0.0,5,6
IZ-2014-EM382561-41887,EM-382561,81,0.0,26,6
EG-2014-FH436538-42003,FH-436538,62,0.0,4,6
ES-2015-GA1451545-42290,GA-1451545,107,0.0,24,6
TU-2013-KB6315134-41593,KB-6315134,81,0.6,-58,6
CA-2012-JP15520140-41221,JP-155201404,340,0.0,3,51
ID-2015-NH18610102-42349,NH-18610102,77,0.45,-47,6
CA-2015-JP15520140-42347,JP-155201402,1089,0.0,305,47
CA-2015-JP15520140-42347,JP-155201402,459,0.0,41,39
ID-2013-TC21145102-41591,TC-21145102,118,0.45,-45,6
ID-2014-TS216107-41888,TS-216107,169,0.1,-15,6
MX-2012-QJ1925582-40949,QJ-1925582,41,0.0,16,6
MX-2013-JB1592582-41544,JB-1592582,64,0.0,20,6
CA-2012-JP15520140-41221,JP-155201404,222,0.15,10,30
ES-2015-AT1073545-42367,AT-1073545,91,0.0,8,6
ES-2014-CS1195034-41867,CS-1195034,51,0.5,-15,6
IR-2014-CK259560-41754,CK-259560,77,0.0,3,6
IT-2015-DL1349591-42347,DL-1349591,75,0.5,-66,6
CG-2015-DW358533-42341,DW-358533,79,0.0,30,6
ES-2013-EM1420045-41529,EM-1420045,127,0.0,11,6
ES-2012-KB1631545-41126,KB-1631545,186,0.1,14,6
CA-2012-JP15520140-41221,JP-155201404,94,0.0,45,28
IN-2013-PG1889592-41570,PG-1889592,26,0.4,1,6
RS-2014-SS10410108-41976,SS-10410108,22,0.0,10,6
CA-2012-JP15520140-41221,JP-155201404,62,0.0,28,21
IR-2015-TR1132560-42201,TR-1132560,103,0.0,38,6
ES-2012-TG2164048-41212,TG-2164048,67,0.1,27,6
MX-2012-SZ2003582-41080,SZ-2003582,110,0.0,37,6
MX-2013-AB1001551-41318,AB-1001551,50,0.0,11,6
CA-2012-JP15520140-41221,JP-155201404,92,0.0,24,21
IN-2015-AC1061559-42341,AC-1061559,60,0.47,-14,6
CA-2015-JP15520140-42347,JP-155201402,178,0.0,32,15
ES-2014-BN1147045-41978,BN-1147045,116,0.0,52,6
ES-2013-CA1205545-41439,CA-1205545,91,0.0,6,6
ID-2014-FA1423059-41748,FA-1423059,54,0.47,0,6
MD-2013-GB457583-41314,GB-457583,58,0.0,2,6
ID-2015-GM146807-42159,GM-146807,69,0.1,17,6
CA-2014-JP552023-41726,JP-552023,133,0.0,61,7
CA-2014-JP15520140-41887,JP-155201408,239,0.0,114,6
IN-2014-HM149807-41734,HM-149807,86,0.1,0,6
CA-2012-JP15520140-41142,JP-155201408,7,0.2,-1,2
ID-2013-KA165257-41571,KA-165257,19,0.4,-2,6
IN-2014-LM1706588-41937,LM-1706588,54,0.17,3,6
PL-2015-MZ7515103-42291,MZ-7515103,48,0.0,6,6
CA-2015-JP15520140-42347,JP-155201402,27,0.0,12,1
IN-2014-MC1784592-41990,MC-1784592,61,0.0,16,6
ES-2015-MP1796548-42315,MP-1796548,53,0.1,6,6
CA-2015-JP15520140-42361,JP-155201408,7,0.2,2,1
CA-2014-JP15520140-41868,JP-155201404,32,0.0,15,1
CA-2015-JP15520140-42347,JP-155201402,61,0.0,28,1
CA-2013-JP15520140-41303,JP-155201402,14,0.2,5,1
ES-2012-TG213108-41125,TG-213108,59,0.0,13,6
MX-2012-GM1450018-41112,GM-1450018,41,0.0,4,6
MX-2012-NK1849051-41252,NK-1849051,192,0.0,32,6
US-2012-CC121455-41165,CC-121455,77,0.4,-41,6
MX-2013-LF1718531-41432,LF-1718531,36,0.0,9,6
US-2014-MO1750036-41808,MO-1750036,96,0.2,-19,6
US-2012-MJ1774054-41111,MJ-1774054,147,0.4,0,6
MX-2012-MK1790555-41208,MK-1790555,101,0.4,6,6
ES-2015-AI10855139-42284,AI-10855139,55,0.0,17,6
MX-2012-CL1256531-41188,CL-1256531,124,0.0,6,6
IZ-2013-DK289561-41581,DK-289561,34,0.0,14,6
ES-2015-GG1465045-42336,GG-1465045,47,0.0,17,6
EG-2013-JR567038-41363,JR-567038,29,0.0,5,6
IN-2014-JG158057-41786,JG-158057,162,0.1,43,6
IT-2012-LH17155104-41255,LH-17155104,59,0.5,-26,6
IN-2015-MS1753058-42299,MS-1753058,87,0.0,40,6
IR-2014-MC813060-41657,MC-813060,72,0.0,7,6
CA-2014-JM15535140-41998,JM-155351406,799,0.0,207,54
ES-2015-PK1907534-42333,PK-1907534,50,0.5,-48,6
ID-2012-RF19345102-41058,RF-19345102,55,0.45,0,6
MX-2015-TZ2158082-42102,TZ-2158082,64,0.0,27,6
MX-2015-JE1616528-42144,JE-1616528,40,0.0,4,6
MX-2015-DB1355518-42333,DB-1355518,221,0.0,59,6
MX-2015-TB2152082-42273,TB-2152082,112,0.0,6,6
ID-2013-AS1022559-41392,AS-1022559,24,0.17,5,6
UP-2014-CM1815137-41901,CM-1815137,39,0.0,0,6
ZA-2013-CS2505146-41277,CS-2505146,37,0.0,6,6
IN-2014-DW1348058-41852,DW-1348058,137,0.0,10,6
ES-2015-GK1462048-42290,GK-1462048,45,0.0,5,6
CA-2012-JM15535140-41164,JM-155351406,252,0.2,53,45
CA-2014-JM15535140-41747,JM-155351404,257,0.15,24,37
CA-2013-JM15535140-41472,JM-155351404,195,0.15,-13,15
IN-2015-LS17230118-42365,LS-17230118,207,0.5,-29,6
IT-2014-MA17560124-41675,MA-17560124,225,0.5,-63,6
IN-2015-MG1789097-42022,MG-1789097,41,0.5,0,6
LH-2013-RB943575-41424,RB-943575,119,0.7,-167,6
IT-2015-TP2156545-42231,TP-2156545,91,0.0,16,6
MX-2014-NG1835582-41835,NG-1835582,97,0.002,30,6
MX-2014-VS2182018-41871,VS-2182018,106,0.0,6,6
MX-2015-AJ1096051-42318,AJ-1096051,44,0.0,16,6
MX-2012-KN1645031-41076,KN-1645031,66,0.0,3,6
IT-2015-AS1024045-42229,AS-1024045,53,0.0,8,6
ES-2014-AP10915139-41651,AP-10915139,117,0.0,2,6
CA-2013-JM15535140-41381,JM-155351406,99,0.0,36,4
ES-2012-CB12415139-41132,CB-12415139,583,0.0,262,6
CA-2013-JM15535140-41381,JM-155351406,62,0.2,21,4
IN-2013-DW131951-41430,DW-131951,78,0.0,15,6
NI-2015-DH367595-42172,DH-367595,56,0.7,-55,6
IN-2012-HG1496511-41263,HG-1496511,99,0.0,31,6
US-2015-JM15535140-42267,JM-155351406,32,0.0,15,2
ES-2013-MC17425120-41634,MC-17425120,87,0.0,35,6
PL-2015-ML8265103-42252,ML-8265103,38,0.0,4,6
CA-2015-JM15535140-42260,JM-155351404,8,0.0,3,1
ES-2014-PO1918048-41766,PO-1918048,41,0.0,7,6
ES-2013-PW1924048-41524,PW-1924048,53,0.0,2,6
ES-2014-RP19270120-41968,RP-19270120,43,0.0,21,6
CA-2013-JM15535140-41381,JM-155351406,10,0.0,2,1
ID-2012-SH2039592-41224,SH-2039592,30,0.4,0,6
MX-2015-YS2188031-42244,YS-2188031,61,0.0,22,6
MX-2014-SS2014018-41658,SS-2014018,88,0.0,36,6
MX-2012-AH1069031-41242,AH-1069031,72,0.0,14,6
IN-2014-BS116657-41815,BS-116657,71,0.1,2,6
